OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/36,DCS42,247 Acton Lane,https://data.london.gov.uk/,ETRS89,-0.25855599600000001,51.53493426,0.29999999999999999,not owned by a public authority,yes,pending decision,,,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6064&Ver=4,,150,"""Part 4, 5, 6 and 9 storey building comprising 141  extra care units (Use Class C2), 48 being affordable""",,,,,,,Permission is subject to S106 being agreed,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/38,DCS43a,"""First Central, Lakeside Drive""",https://data.london.gov.uk/,ETRS89,-0.282545928,51.530041539999999,2.3999999999999999,not owned by a public authority,yes,permissioned,full planning permission,2017-10-11,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6062&Ver=4,,807,"""5 to 27-storey buildings, 807 C3 homes of which 263 affordable""","""1354sqm retail/employment/community floorspace""",,,,,,,2018-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/39,,Triangle business centre,https://data.london.gov.uk/,ETRS89,-0.24226,51.529179999999997,1,mixed ownership,,not permissioned,,,,,600,,,,,,,,,2018-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/40,,Goodall Street Industrial estate and site to the west,https://data.london.gov.uk/,ETRS89,-0.24802386300000001,51.53184753,0.29999999999999999,not owned by a public authority,,not permissioned,,,,,80,,,,,,,,,2018-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/14,DCS20/22 (2017),"""Old Oak Common Lane sites (North)""",https://data.london.gov.uk/,ETRS89,-0.25076999999999999,51.52655,0.59999999999999998,mixed ownership,,not permissioned,,,,,300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10008994570,,"117 - 125 Freemasons Road, Canning Town, London, E16 3PH",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0266102914555,51.513343239699999,0.051420955413,Not owned by a public authority,Yes,Pending decision,full planning permission,,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002MY*,,0,"Demolition of existing MOT garage, development of 14 no. 2 bed flats, including 4 car parking spaces, 11 bicycle parking spaces, associated works and change of use of site",,,14,18,,,Pending signing of S106 agreement. Lapsed permission for 14 units,2017-11-29,2018-12-18,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46019802,,"Duke Of Cumberland, 101 Cumberland Road, Plaistow,London, E13 8LS",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.027881152568899999,51.520213141799999,0.066894384814300004,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-05-23,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000H4*,,0,"Erection of 9 x self contained residential units comprising of 3 x 3 bed, 5 x 2 bed, 1 x 1 bed units including cycle and refuse storage on the ground floor.",,,9,10,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46251374,,"2 Rixsen Road, Manor Park, London, E12 6RN",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.052579498590800001,51.546695828600001,0.025574800536299999,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-02-19,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0028Y*,,0,"Demolition of existing single storey offices and Construction of block A 1 x 2 bed flat, 1 x 3 bed flat and Block B 2 x 1 bed flats separated by a communal garden and associated bin and cycle stores",,,4,5,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10009013135,,"617 Barking Road, Plaistow, London, E13 9EZ",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.033952949918500001,51.527671247299999,0.050844673073400001,Not owned by a public authority,Yes,Permissioned,full planning permission,2014-01-20,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0032T*,,0,"Demolition of the existing building and erection of a new three storey building comprising 8 self-contained flats (3 x 3 bed, 1 x 2 bed and 4 x 1 bed) with two on-site parking spaces and secure storag",,,7,8,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10090324474,,"Former Bus Garage Site, Corner Of Perth Road, Greengate Street, Plaistow, London",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.028638467066500001,51.527706242500003,0.071674337949799993,Not owned by a public authority,Yes,Permissioned,full planning permission,2014-09-18,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MVWB6*,,0,Erection of new residential development comprising 9 dwelling houses and associated landscaping.,,,0,0,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10008983021,,"Land Adjacent 1, Abbey Street, Plaistow, London, E13 8DT",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.023673797547999999,51.5226903573,0.040540097885000001,Not owned by a public authority,Yes,Permissioned,full planning permission,2015-01-07,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002CJ*,,0,"Erection of residential building comprising of 4 x 3 bedroom and 4 x 1 bedroom flats including cycle parking on the ground floor, refuse storage and car parking in the basement",,,8,9,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46255056,,"90 Greengate Street, Plaistow, London, E13 0AS",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0289461646885,51.526919185200001,0.0275555727742,Not owned by a public authority,Yes,Permissioned,planning permission granted under an order,2015-05-07,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002B7*,,0,Prior approval for the change of use from Use Class B1(Offices) to create 22 x residential units Use Class C3,,,5,6,,,,2017-11-29,2018-12-18,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10034508497,,"72 Ranelagh Road, East Ham, London, E6 2SH",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.064209785264899996,51.529986512800001,0.041458153227300003,Not owned by a public authority,Yes,Permissioned,full planning permission,2015-09-21,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IPA5C*,,0,"Demolition of existing buildings and erection of part two storey and part three storey buildings and basement to create 5No. residential units comprising of 2 x 3 Bedroom Houses, 2 x 1 Bedroom and 1 x",,,5,7,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46037487,,"The White Horse, 125 High Street South, East Ham, London, E6 6EJ",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.058326223867099999,51.5275033693,0.117678382116,Not owned by a public authority,Yes,Permissioned,full planning permission,2017-02-10,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000WD*,,0,"Proposed demolition of existing Public House and erection of part-three, part-four and part-five storey building, comprising of a A3/A4 Commercial unit, car parking facilities and 23 no. self-containe",331.5 sq.m in A3/A4 Use Class.,,0,0,,,,2017-11-29,2018-12-18,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,"UPRN:46255072
UPRN:46255072
",,"423 Barking Road, Plaistow, London, E13 8AL",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0264620110908,51.5231864207,0.074329760233800002,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-03-24,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002B8*,,0,"Demolition of existing Vehicle repair centre/MOT centre, flat above and outbuildings and erection of a three-storey building to provide 8 new residential dwellings (2 x 1bed , 3 x 2bed and 3x3bed) tog",,,8,9,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10034508058,,"The Victoria Cross, Jack Cornwell Street, Manor Park, London, E12 5NN",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.064688509727400006,51.551374929200001,0.124509610494,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-02-05,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IOWZR*,,0,"Proposed redevelopment of site to provide an A4 Use and 9 self-contained residential units comprising of 1 x 5 bedroom house, and 1 x 1 bedroom, 4 x 2 bedroom and 3 x 3 bedroom flats, including refuse",,,9,10,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10012839901,,"Land Rear Of The Ship Public House, Bramall Close, Stratford, London, E15 1RR",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.012891075395700001,51.549629718299997,0.016546219286700001,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-04-05,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IOM81*,,0,"Proposed three storey building comprising 5 no. flats ( 2 x 1 bed, 2 x 2 bed and 1 x 3 bed) with green roof and provisions for solar PV panels on the roof, car free development with provision for bicy",,,5,6,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,"UPRN:46252669
",,"2A Claughton Road, Plaistow, London, E13 9PN",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.037681992594900002,51.529204708499996,0.159436811269,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-10-24,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029R*,,0,"Demolition of existing buildings at 2A Claughton Road and Nos. 744, 746 and 748 Barking Road and the construction of a part four, part six storey building comprising 33 residential units (Class C3).",,,0,0,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10008983303,,"356 Barking Road, Plaistow, London, E13 8HL",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.023191965422399999,51.521108765299999,0.021406757095799998,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-11-25,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002CS*,,0,"Demolition of existing semi detached and terraced properties at 356 and 358 Barking Road, E13 and erection of a new mixed use building containing A1 (dry cleaners) in the basement and ground floors, 3",308 sq.m of A1 (dry cleaners) in the basement and ground floors.,,5,7,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46088482,,"60 Leytonstone Road, Stratford, London, E15 1SQ",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0072969205374200001,51.548351670000002,0.048859906319800001,Not owned by a public authority,Yes,Permissioned,full planning permission,2017-03-27,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0022T*,,0,"Demolition of existing property and redevelopment of the site to provide 3-5 storey buildings for 12 residential units comprising 3 x 1bed, 4 x 2bed, 5 x 3bed flats including one car parking space, cy",,,12,13,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10090851154,,"Land Adjacent 230 Grange Road, Plaistow, London",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0167472988567,51.524923599700003,0.0381213118357,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-09-05,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=N2SNJ*,,0,"Redevelopment of the site to provide 5 No. residential units incorporating 2 x 1 bed, 1 x 2 bed and 2 x 3 bed flats including associated landscaping, refuse and cycle storage",,,5,7,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10023997529,,"24-34 Sixth Avenue, Manor Park, London, E12 5PP",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.057568401265399999,51.551930015400004,0.0355058653727,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-06-21,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=r*,,0,Demolition of existing 1 and 2 storey mixed use (B1a and B8) buildings and erection of a terrace of 7 three storey town houses with associated cycle parking and removal of existing cross overs.,,,7,0,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10014034532,,"Land At, 100 To 104 Dames Road, Forest Gate, London, E7 0EB",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.023725313923999999,51.554370393500001,0.0607649110753,Not owned by a public authority,Yes,Permissioned,full planning permission,2017-08-16,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O9MVG*,,0,"Demolition of existing semi-derelict structures and the erection of a new build block of 9 apartments consisting of 4 x 3 bed, 2 x 2 bed and 3 x 1 bed",,,9,10,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:46037025,,"The Victoria, 28 High Street, Plaistow, London, E13 0AJ",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.022266778186400001,51.5300322545,0.029960218014499999,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-11-09,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000VW*,,0,"Demolition of Victoria Tavern Public House, erection of new 4 storey residential development consisting of 8 units (1x 1 bed, 3 x 2 bed and 2 x 3 bed flats (1 being a duplex) and 1 x 2 bed townhouse a",,,8,9,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,"UPRN:46073905
",,"21-37 Third Avenue, Plaistow, London, E13 8AW",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0243180857918,51.525598809100003,0.063912454192800006,Not owned by a public authority,Yes,Permissioned,full planning permission,2016-10-25,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001QD*,,0,Demolition of warehouse and construction of 9 x 4 bed houses.,,,9,14,,,,2017-11-29,,Newham,2019
http://opendatacommunities.org/id/london-borough-council/newham,London Borough of Newham,UPRN:10008994946,,"45 Beckton Road, Canning Town, London, E16 4EA",https://maps.london.gov.uk/brownfield-site-register,ETRS8,0.0184910564668,51.516895545899999,0.030979219978199999,Not owned by a public authority,Yes,Permissioned,full planning permission,2017-01-19,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=N07OI*,,0,"onstruction of five storey building comprising commercial unit B1a at ground floor, 6 x three bedroom flats and 2 x one bedroom flats in the upper floors and roof space.",B1a,,8,10,,,,2017-11-29,2018-12-18,Newham,2019
