OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Uni_ID,Settlement,Parish,SHLAA2018_Suitable,SHLAA2018_Available,SHLAA2018_Achievable,SHLAA2018_Timescale,SHLAA2018_Capacity,Latest_MostRelevantResidentialApplication,Total_ha,BF_ha,CoordinateReferenceSystem_WGS84,GeoX_WGS84,GeoY_WGS84,CoordinateReferenceSystem_ETRS89,GeoX_ETRS89,GeoY_ETRS89
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9042,,"""Heddon Mill Farm""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,412203,567979,0.40,not owned by a public authority,yes,permissioned,outline planning permission,2017-05-25,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00AUJETGLI000,,5,Permitted scheme for 6 units - yet to commence but forecast for delivery to start within next 5 years. Proposed redevelopment of existing buildings and land. Lower yield reflects rural location.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Outline application  for development of 6 homes permitted in May 2017 - 16/02482/OUT,2017-12-17,2018-12-31,175,Heddon-on-the-Wall,Heddon-on-the-Wall,Suitable,Available,Achievable,0-5 Years,6,16/02482/OUT,0.40,0.40,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9050,,"""The Bungalow, Cramlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427615,576490,0.03,unknown ownership,,permissioned,full planning permission,2017-11-17,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=005RENTGLI000,,6,"Permitted scheme for 6 units - yet to commence but forecast for delivery to start within next 5 years. Opportunity for redevelopment of vacant site within existing urban area, with yield being fitting given the setting and reflecting nature of flatted development.",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for development of 4 two-bed flats and 2 two-bed maisonettes permitted November 2017 - 17/03099/FUL. Previous application for 7 dwellings withdrawn - 16/03591/FUL,2017-12-17,2018-12-31,176,Cramlington,Cramlington,Suitable,Available,Achievable,11-15 Years,6,17/03099/FUL,0.03,0.03,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9055,,"""FS Vickers and Son, Rennington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,421092,618355,0.40,not owned by a public authority,yes,permissioned,full planning permission,2017-09-06,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000BAGTGLI000,,6,Permitted scheme for 6 units - yet to commence but forecast for delivery to start within next 5 years. Redevelopment of buildings and land towards the edge of the settlement. Lower yield reflects rural location.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for development of 6 homes through change of use permitted September 2017 - 16/04562/FUL,2017-12-17,2018-12-31,177,Rennington,Rennington,Suitable,Available,Achievable,0-5 Years,6,16/04562/FUL,0.40,0.40,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9056,,"""The Institute Leisure Centre, Institute Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,426651,587596,1.28,unknown ownership,yes,permissioned,full planning permission,2017-09-19,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00IWLSTGLI000,,51,"Permitted scheme for 51 units - yet to commence but forecast for delivery to start within next 5 years. Proposal involves comprehensive redevelopment of existing site, including demolition of existing buildings utilised for leisure uses.",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for development of 51 two- and three-bed  semi and detached dwellings following site clearance permitted September 2017 - 17/00080/FUL,2017-12-17,2018-12-31,178,Ashington,Ashington,Suitable,Available,Achievable,0-5 Years,51,17/00080/FUL,1.28,1.28,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9057,,"""St Cuthberts RC First School, Links Road, Amble""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427309,604460,0.40,not owned by a public authority,yes,permissioned,full planning permission,2017-11-07,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0004L3TGLI000,,14,Permitted scheme for 14 units - yet to commence but forecast for delivery to start within next 5 years. Scheme for demolition of existing school and erection of new-build dwellings. Proposal limited to brownfield land and does not included wider site.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for development of 14 townhouses and bungalows permitted November 2017 - 17/01123/FUL,2017-12-17,2018-12-31,179,Amble,Amble,Suitable,Available,Achievable,0-5 Years,14,17/01123/FUL,0.40,0.40,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9058,,"""Hexham Register Office, Market Street, Hexham""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,393526,564234,0.04,unknown ownership,yes,permissioned,full planning permission,2017-11-16,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LKZF5PQS04P00,,8,Permitted scheme for 8 units - yet to commence but forecast for delivery to start within next 5 years. Redevelopment to provide apartments through change of use and conversion of existing office building within town centre location. Higher yield reflects location and nature of development proposed.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for change of use and conversion of listed building to provide 8 apartments permitted November 2017 - 17/01204/FUL,2017-12-17,2018-12-31,180,Hexham,Hexham,Suitable,Available,Achievable,0-5 Years,8,17/01204/FUL,0.04,0.04,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9061,,"""106 Milburn Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427933,586963,0.01,unknown ownership,yes,permissioned,full planning permission,2017-10-20,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00ISBITGLI000,,5,Permitted scheme for 5 units - yet to commence but forecast for delivery to start within next 5 years. Development opportunity relating to waste land that was previously used for car parking. High density of development is fitting for the location as urban infill scheme.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Full application for development of a three-story apartment block to create 5 flats, including 2 one-bed and 3 two-bed units, permitted October 2017 - 17/01752/FUL. Previous consent to provide 3 flats lapsed without implementation - 09/E/00357/FUL",2017-12-17,2018-12-31,182,Ashington,Ashington,Suitable,Available,Achievable,0-5 Years,5,17/01752/FUL,0.01,0.01,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9091,,"""Duchess’ High School, Howling Lane, Alnwick""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,418943,612372,1.77,owned by a public authority,,not permissioned,,,,,54,"Existing school buildings, Council owned and offering potential opportunity for future redevelopment. Scheme to be focussed on brownfield aspect of site, exclusive of adjacent playing fields. Identified for allocation through the neighbourhood plan.",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Site allocated for residential development through the Alnwick and Denwick Neighbourhood Plan, with indicative yield of 60 dwellings identified - Site H2-3",2017-12-17,2018-12-31,184,Alnwick,Alnwick,Suitable,Available,Achievable,6-10 Years,60,,1.77,1.77,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9541,,"""Land And Buildings North West Of Walwick""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,390261,570500,0.26,not owned by a public authority,yes,permissioned,full planning permission,2018-07-30,https://publicaccess.northumberland.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P3TW06QSM7A00,,5,Conversion of vacant agricultrual buildings at a rural farmstead. The site lies adjacent to Hadrian's Wall and a scheme must successfully address this relationship. Planning application for redevelopment for 5 units has now been permitted.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for 5 homes permitted July 2018,2018-12-31,2018-12-31,283,Not in a Settlement,Humshaugh CP,Suitable,Available,Achievable,0-5 Years,5,18/00503/FUL,0.26,0.26,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9542,,"""Prudhoe Police Station, Prudhoe""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,409890,562986,0.06,owned by a public authority,yes,permissioned,full planning permission,2018-09-21,https://publicaccess.northumberland.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PBRGMJQSHS700,,5,Excellent opportunity for conversion of the former police station within Prudhoe town centre. Full application for 5 dwellings has now been permitted.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for 5 homes permitted September 2018,2018-12-31,2018-12-31,284,Prudhoe,Prudhoe CP,Suitable,Available,Achievable,0-5 Years,5,18/02504/FUL,0.06,0.06,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9543,,"""Water Works, Dock Road, Tweedmouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399761,652088,0.14,owned by a public authority,,pending decision,,,https://publicaccess.northumberland.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P6CXV0QSFLG00,,9,Brownfield site within Tweedmouth which offers a good opportunity for redevelopment. Application currently awaiting determination.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Outline application for development of 10 homes currently pending consideration. Part of land under Site 10 -  identified for allocattion in the Berwick Eastern Arc Issues and Options report (May 2010),2018-12-31,2018-12-31,285,Tweedmouth,Berwick CP,Suitable,Available,Achievable,6-10 Years,10,18/01164/OUT,0.14,0.14,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9546x,9546,"""Land at Lyndon Walk, Blyth (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428871,581710,0.33,owned by a public authority,,not permissioned,,,,,5,"Opportunity for redevelopment of a brownfield site within the urban area. Once existing buildings are cleared there should be no impediment to delivery, with known interest in taking forward a scheme.",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Draft Local Plan housing site allocation.,2018-12-31,2018-12-31,286,Blyth,Blyth CP,Suitable,Available,Achievable,6-10 Years,6,,0.43,0.33,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,9548x,9548,"""St Mary's C Of E Middle School, Belford (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,410628,633675,0.60,owned by a public authority,,not permissioned,,,,,14,School site which will offer opportunity for redevelopment following closure. There should be no obstacle to development once the site is cleared and it will offer a chance for brownfield redevelopment once ready for dispoal.,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2018-12-31,2018-12-31,287,Belford,Belford CP,Suitable,Available,Achievable,6-10 Years,16,,0.91,0.60,,,,,,
